company,country_name,date,entity_name,entity_type,gender_name,metric_id,metric_name,msa_name,us_region_name,us_state_name,value,world_region_name
"Netflix, Inc.",Brazil,2018-09-10,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,1.4874595,N/A
"Netflix, Inc.",Brazil,2018-09-11,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,1.4820522,N/A
"Netflix, Inc.",Brazil,2018-09-12,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,1.4114691,N/A
"Netflix, Inc.",Brazil,2018-09-13,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,1.4211118,N/A
"Netflix, Inc.",Brazil,2018-09-14,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,1.2852756,N/A
"Netflix, Inc.",Brazil,2018-09-15,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,1.6113296,N/A
"Netflix, Inc.",Brazil,2018-09-16,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,1.7586201,N/A
"Netflix, Inc.",Brazil,2018-09-17,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,1.4710219,N/A
"Netflix, Inc.",Brazil,2018-09-18,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,1.3164417,N/A
"Netflix, Inc.",Brazil,2018-09-19,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,1.1263549,N/A
"Netflix, Inc.",Brazil,2018-09-20,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,1.1251172,N/A
"Netflix, Inc.",Brazil,2018-09-21,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,1.1779876,N/A
"Netflix, Inc.",Brazil,2018-09-22,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,1.4047859,N/A
"Netflix, Inc.",Brazil,2018-09-23,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,1.4878902,N/A
"Netflix, Inc.",Brazil,2018-09-24,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,1.2511426,N/A
"Netflix, Inc.",Brazil,2018-09-25,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,1.1034415,N/A
"Netflix, Inc.",Brazil,2018-09-26,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,1.018989,N/A
"Netflix, Inc.",Brazil,2018-09-27,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,1.1556511,N/A
"Netflix, Inc.",Brazil,2018-09-28,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,1.1959631,N/A
"Netflix, Inc.",Brazil,2018-09-29,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,1.5736985,N/A
"Netflix, Inc.",Brazil,2018-09-30,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,2.2353637,N/A
"Netflix, Inc.",Canada,2018-09-01,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,0.879644,N/A
"Netflix, Inc.",Canada,2018-09-02,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,0.6899736,N/A
"Netflix, Inc.",Canada,2018-09-03,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,1.4279255,N/A
"Netflix, Inc.",Canada,2018-09-04,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,0.99385107,N/A
"Netflix, Inc.",Canada,2018-09-05,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,0.5158916,N/A
"Netflix, Inc.",Canada,2018-09-06,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,0.77724236,N/A
"Netflix, Inc.",Canada,2018-09-07,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,0.7962453,N/A
"Netflix, Inc.",Canada,2018-09-08,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,0.7375465,N/A
"Netflix, Inc.",Canada,2018-09-09,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,1.7431303,N/A
"Netflix, Inc.",Canada,2018-09-10,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,0.7706502,N/A
"Netflix, Inc.",Canada,2018-09-11,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,0.55346,N/A
"Netflix, Inc.",Canada,2018-09-12,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,0.55840003,N/A
"Netflix, Inc.",Canada,2018-09-13,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,0.8648948,N/A
"Netflix, Inc.",Canada,2018-09-14,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,0.6220812,N/A
"Netflix, Inc.",Canada,2018-09-15,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,1.1373414,N/A
"Netflix, Inc.",Canada,2018-09-16,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,0.92811507,N/A
"Netflix, Inc.",Canada,2018-09-17,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,0.94925785,N/A
"Netflix, Inc.",Canada,2018-09-18,Netflix,subscriptions,N/A,173,Cancellation Index,N/A,N/A,N/A,0.642701,N/A
